REGION,CHD,PROVINCE,CITY,COMPLETE ADDRESS,OWNERSHIP,NAME OF CLINIC,NO. OF STATION,HEAD OF THE FACILITY,CONTACT NUMBER,VALIDITY
NCR,METRO MANILA,,Pasig City,"Rizal Medical Center Compound, Pasig Blvd., Pasig City",PVT,"KIDNEY FOUNDATION OF THE PHILS., INC.",25,Dr. Paolo Miguel A. David,02-5714175-76 / 5713983 fax /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Pasig City,"2/F Armal Plaza Building, C. Raymundo, Maybunga, Pasig City",PVT,MED LINE DIALYSIS CENTER,7,Dr. Jocelyn P. Javier,0956-0780424,"Jan. 6, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Pasig City,"58 Ortigas Avenue Extension, Rosario, Pasig City",PVT,NEPHRO ACCESS DIALYSIS CENTER,20,Dr. Karen Ann Hernandez-Lim,09175188292/09173070110/77585372,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasig City,"53 Dr. Sixto Antonio Avenue, Barangay Kapasigan, Pasig City",PVT,"NEPHROLOGY CENTER OF PASIG CITY, INC.",15,Dr. Noel M. Castillo,02-6502129/3512311/3767148/85708951,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Pasig City,"2/F Champ Bldg., Caruncho Avenue, Brgy. San Nicolas, Pasig City",PVT,PASIG CITY HEMODIALYSIS CENTER,10,Dr. Donnah Franceska G. De Leon,6427379/09153265500/09055117105,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Pasig City,"Mission Hospital 2, Km. 17, Ortigas Ave. Ext., Rosario, Pasig City",PVT,"THERAPY MANAGEMENT SERVICES PHILS., INC.",19,Dr. Kristian Anteolin Punzalan,02-5885600/6378128/09176281522,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,San Juan City,"2nd Floor, One Roxas Square F. Roxas cor. F. Blumentritt, San Juan City",PVT,MED LINE DIALYSIS CENTER,5,Dr. Josephine Dela Ysla-Sorilla,9175131451,"Oct. 22, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Taguig City,"3rd Floor Gate 3 Plaza Mall, Juliano St. corner Lawton Avenue, Brgy. AFPOVAI, Western Bicutan, Taguig City",PVT,DIALYSIS ASIA AND PATIENT CARE CENTER INC.,14,Dr. Frederick H. Verano,87767470/09955604394/09429699912/7767470/09179636000/09179636060,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Taguig City,"Unit 4 & 5, Hei-san Building, Bayani Road, Bonifacio Global City, Taguig",PVT,K-MATTERS TAGUIG DIALYSIS AND DIAGNOSTIC CENTER CO.,10,Dr. Agnes M. Baston,02-8446469/09062373402/09177756832/88447577/09474431322/09282940667,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Taguig City,"#7 General A. Luna St., Brgy. Tuktukan, Taguig City",PVT,"STA. ANA DE TAGUIG DIALYSIS CENTER, INC,",15,Dr. Gjay L. Ordinal,0917-1051726 / 0917-9621163,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Valenzuela City,"#70 MH del Pilar, Malanday, Valenzuela City",PVT,DIALYCARE HEMODIALYSIS CENTER ,12,Dr. Kristine Mae Vega-Alava,9057944561,"July 15, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Valenzuela City,"Valenzuela City Emergency Hospital, G. Lazaro St., Dalandanan, Valenzuela City",PVT,"PREMIER 101 HEALTHCARE MANAGEMENT, INC.",15,Dr. Aurelio Pantaleon S. Reyes,02-5870551/83526000,"Jan. 1, 2021 to Dec. 31, 2023"
